JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Job ID,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10
Perl Developer,https://www.instahyre.com/job-329670-perl-developer-at-exceleron-software-bangalore/,Bangalore,Exceleron Software,North America's Leading Prepay And Payment Service Company,1999.0,10,"Exceleron Software is a Utilities company that provides utility prepay and payment services. It has specialities in Prepayment Financial Technology, SmartGrid, Customer Engagement, Energy Efficiency, SaaS, etc.",329670,Perl,CGI,HTML,JavaScript,,,,,,
Software Engineer - II,https://www.instahyre.com/job-268212-software-engineer-ii-at-wayfair-bangalore/,Bangalore,Wayfair,Creating a feeling of home,2002.0,1000,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more. ",268212,Java,,,,,,,,,
Frontend Engineer,https://www.instahyre.com/job-247352-frontend-engineer-at-cleartrip-bangalore/,Bangalore,Cleartrip,Turning plans into trips,2006.0,500,"Cleartrip is a global online travel company that operates as an online travel aggregator for booking flights, train tickets, hotel reservations, and more while operating across India, UAE, Saudi Arabia and Egypt. ",247352,React.js,Redux,Architecture,JavaScript,Node.js,,,,,
Solution Architect,https://www.instahyre.com/job-329574-solution-architect-at-sedin-technologies-chennai/,Chennai,Sedin Technologies,Sedin Is An IT Consulting | System Integrator And Software Services company,2006.0,200,"Sedin is an Internet based IT Consulting, System Integrator and Software Services company that offers enterprise focused services wrt Asset Management, Content management, Cloud, ERP, HCM & SAP. ",329574,.NET,Golang,Java,JavaScript,Python,Ruby,Scala,Angular,Django,Node.js
Platform Engineers - SRE,https://www.instahyre.com/job-328792-platform-engineers-sre-at-ola-3-bangalore/,Bangalore,Ola,Building mobility for a billion people,2011.0,1000,"Ola is the leading taxi aggregator that is working on various products such as bus aggregation and ride-sharing. It has raised around $1.2 billion in funding, with a valuation of over $5 billion. ",328792,Google Cloud,Python,AWS,Networking,Monitoring,,,,,
Backend Developer - Telecom,https://www.instahyre.com/job-329628-backend-developer-telecom-at-rakuten-2-bangalore/,Bangalore,Rakuten,Empower The World,1997.0,1000,"Rakuen is an online marketplace for multi-category products, the largest of its kind in Japan. Product categories include apparels, electronic gadgets, mobile phones, footwear, home decor, and more. ",329628,Java,Telecom BSS,CRM,,,,,,,
DevOps / SRE,https://www.instahyre.com/job-305962-devops-sre-at-ola-3-bangalore/,Bangalore,Ola,Building mobility for a billion people,2011.0,1000,"Ola is the leading taxi aggregator that is working on various products such as bus aggregation and ride-sharing. It has raised around $1.2 billion in funding, with a valuation of over $5 billion. ",305962,Networking,AWS,Google Cloud,Kubernetes,DevOps,,,,,
Engineering Manager - Backend,https://www.instahyre.com/job-323138-engineering-manager-backend-at-volt-money-bangalore/,Bangalore,Volt Money,"Fast, low cost and flexible loans made easy",2022.0,10,"Volt Money is a fin-tech platform that offers instant secure loans against financial assets like mutual funds and shares, simplifying credit and making loans easily accessible to millions of users across India. ",323138,Spring,Java,Node.js,Architecture,AWS,,,,,
SDET,https://www.instahyre.com/job-272654-sdet-at-komprise-bangalore/,Bangalore,Komprise,Intelligent Data Management,2014.0,10,"Headquartered in Silicon Valley, Komprise provides a platform for data management that helps enterprises gain insights on data and ROI projections of shifting inactive data to less expensive storage. Saves up to 70% of costs.",272654,REST Assured,Selenium,Python,SDET,Robot Framework,,,,,
Frontend Engineer,https://www.instahyre.com/job-314100-frontend-engineer-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,314100,React.js,Node.js,HTML,JavaScript,Angular,,,,,
Outbound Sales Representative,https://www.instahyre.com/job-325054-outbound-sales-representative-at-pickright-technologies-bangalore/,Bangalore,Pickright Technologies,Invest smarter,2019.0,10,Pickright is a smart wealth management and advisory platform that connects stock market investors and advisors and leverages AI for tracking and monitoring every stock activity in real-time. ,325054,Customer Service,Sales,Business Development,Customer Relationship,Telecalling,,,,,
Java Developer,https://www.instahyre.com/job-327222-java-developer-at-radisys-bangalore/,Bangalore,Radisys,Enabling A Connected World Through Open Telecom Solutions,1987.0,500,"Radisys provides technology solutions for telecom, aerospace, defense and public safety applications. It's technology solutions enables service providers to drive disruption with new open architecture business models.",327222,Java,Spring,,,,,,,,
Senior Risk Engineer,https://www.instahyre.com/job-325914-senior-risk-engineer-at-outcomes-bangalore/,Bangalore,Outcomes,Driving better health outcomes,2010.0,500,"Outcomes is a health-tech platform empowering 48,000+ pharmacies, payers, and pharma to improve patient care through advanced workflow, documentation, and billing tools to resolve medication issues. ",325914,Information Security,Cloud Security,AWS,Application Security,OWASP,,,,,
Software Engineer I,https://www.instahyre.com/job-329593-software-engineer-i-at-best-buy-bangalore/,Bangalore,Best Buy,Enriching lives through technology,1966.0,1000,"Best Buy is a multinational consumer electronics retail company that offers a wide range of products and services to millions of consumers via an e-commerce platform and 1,138+ stores in operation worldwide. ",329593,Android,JavaScript,React Native,iOS,,,,,,
DevOps Engineer,https://www.instahyre.com/job-327833-devops-engineer-at-werize-bangalore/,Bangalore,WeRize,India’s first socially distributed full stack financial services platform for sm,2019.0,50,"WeRize is the Indian fintech platform and a full-stack financial services provider that manufactures and distributes a wide portfolio of customized credit, insurance, and savings products for its customers. ",327833,Jenkins,AWS,DevOps,Amazon EC2,Terraform,,,,,
Sr. Angular Developer,https://www.instahyre.com/job-324634-sr-angular-developer-at-avl-gurgaon/,Gurgaon,AVL,Development | Testing & Simulation Of Powertrain System,1948.0,1000,"AVL is a global Automotive company & the world's largest independent company for the development, simulation and testing of powertrain systems.",324634,Angular,TypeScript,RxJS,NgRx,UX Design,,,,,
Senior Data Engineer,https://www.instahyre.com/job-329310-senior-data-engineer-at-fraank-systems-bangalore/,Bangalore,Fraank Systems,We maximize the business growth,2010.0,50,"Fraank Systems is a next-gen global technology company that is helping businesses to grow and thrive in the digital age by providing app development, digital transformation, cloud and AI solutions, and more. ",329310,Hadoop,Spark,Docker,Bash,,,,,,
Analytics Manager,https://www.instahyre.com/job-329275-analytics-manager-at-portcast-work-from-home/,Work From Home,Portcast,Optimize global supply chains,2018.0,10,Portcast is a technology company that leverages data and AI to improve supply chain and logistic profitability by accurately forecasting cargo demands and real-time vessel and container tracking capabilities. ,329275,Python,SQL,,,,,,,,
Talent Acquisition Specialist,https://www.instahyre.com/job-326671-talent-acquisition-specialist-at-softobiz-technologies-hyderabad/,Hyderabad,Softobiz Technologies,Start with an idea and we do the rest,2007.0,200,"Softobiz is a product development boutique that specializes in the field of software development, web and mobile application development, cloud computing, AI, IoT, DevOps, UI/UX, digital transformation, etc. ",326671,IT Recruitment,Recruitment,,,,,,,,
Python Developer,https://www.instahyre.com/job-317031-python-developer-at-deepmatrix-bangalore/,Bangalore,DeepMatrix,A new vision for the GIS industry,2022.0,10,DeepMatrix is a tech firm transforming geospatial data utilization with a cloud-native AI-driven SaaS platform to offer full-scale capabilities throughout the data life cycle from ingestion to advanced analytics. ,317031,Python,NoSQL,pandas,Spark,,,,,,
SSE - Frontend,https://www.instahyre.com/job-302553-sse-frontend-at-ola-3-bangalore/,Bangalore,Ola,Building mobility for a billion people,2011.0,1000,"Ola is the leading taxi aggregator that is working on various products such as bus aggregation and ride-sharing. It has raised around $1.2 billion in funding, with a valuation of over $5 billion. ",302553,React.js,JavaScript,HTML,Node.js,CSS,,,,,
Content Marketing Manager,https://www.instahyre.com/job-327471-content-marketing-manager-at-frosthill-partners-work-from-home/,Work From Home,Frosthill Partners,Redefining talent acquisition through refinement,2023.0,1,FrostHill is a start-up in the global talent acquisition domain that offers a multitude of services and tools to companies and talent acquisition professionals that help connect them to the best-suited candidates. ,327471,Content Marketing,Content Writing,,,,,,,,
SDE II,https://www.instahyre.com/job-324616-sde-ii-at-jupiter-3-bangalore/,Bangalore,Jupiter,A digital banking experience that keeps pace with you,2019.0,50,"Jupiter is an AI-based neo banking platform that makes money management simple by offering smart insights based on spendings and a range of banking features like zero balance accounts, UPI, and more. ",324616,Java,Scala,J2EE,,,,,,,
Software Development Engineer III,https://www.instahyre.com/job-328237-software-development-engineer-iii-at-blinkit-gurgaon/,Gurgaon,Blinkit,India's biggest 10 minute delivery platform,2013.0,1000,"Blinkit is a grocery and e-commerce platform that follows an instant delivery model offering grocery staples, vegetables, emergency supplies, electronics, and much more to over 10 million Indians. ",328237,CSS,JavaScript,React.js,,,,,,,
Lead DevOps Engineer III,https://www.instahyre.com/job-329581-lead-devops-engineer-iii-at-increff-bangalore/,Bangalore,Increff,Incredible Efficiency,2016.0,50,"Increff is a supply chain management solution for fashion brands with features like order management, fashion insights, physical storage & fulfillment, operational support, and custom report generation capabilities.",329581,DevOps,Python,Google Cloud,Kubernetes,,,,,,
Software Development Engineer III,https://www.instahyre.com/job-327158-software-development-engineer-iii-at-blinkit-gurgaon/,Gurgaon,Blinkit,India's biggest 10 minute delivery platform,2013.0,1000,"Blinkit is a grocery and e-commerce platform that follows an instant delivery model offering grocery staples, vegetables, emergency supplies, electronics, and much more to over 10 million Indians. ",327158,Golang,Java,Python,Django,,,,,,
Senior Software Developer,https://www.instahyre.com/job-290932-senior-software-developer-at-drinkprime-bangalore/,Bangalore,DrinkPrime,Safe drinking water for all,2016.0,10,"DrinkPrime is an internet-based organization that provides services related to water purifiers, specializing in retail, e-commerce, the Internet of Things, etc.",290932,Java,Microservices,Spring Boot,Data Structures,Kubernetes,,,,,
